[Normal Axes]|en|fi|pt|ru|zh|ja|ko|de|fr
helmet_rednecks_cap|Redneck's Cap|Punaniskan Lippis|Boné do Caipira|Кепка деревенщины|红脖子的帽子|レッドネックの帽子|레드넥의 모자|Redneck-Kappe|Casquette de redneck
helmet_pirate_captains_hat|Pirate Captain's Hat|Merirosvokapteenin Hattu|Chapéu do Capitão Pirata|Шляпа пиратского капитана|海盗船长的帽子|海賊船長の帽子|해적 대위의 모자|Hut des Piratenkapitäns|Chapeau de capitaine
helmet_death_lords_crown|Death Lord's Crown|Kuolemanherran Kruunu|Coroa do Senhor da Morte|Корона Повелителя Смерти|死神的皇冠|デス・ロードの冠|죽음의 신의 왕관|Krone des Todeslords|Couronne de seigneur de la mort
helmet_thors_battle_cap|Thor's Battle Cap|Odinin Taistelukypärä|Elmo de Batalha de Odin|Боевая шапка Тора|奥丁的战斗帽|オーディンのバトル・キャップ|오딘의 전투 모자|Odins Kampfhaube|Cimier de combat de Thor
helmet_vikings_sacred_helmet|Viking's Sacred Helmet|Viikingin Pyhäkypärä|Capacete Sagrado do Viking|Священный шлем викинга|维京人的圣头盔|バイキングの神聖な兜|바이킹의 신성한 투구|Heiliger Wikingerhelm|Casque sacré de viking
helmet_nomads_sand_bandana|Nomad's Sand Bandana|Vaeltajan Hiekkahuivi|Bandana de Areia do Nômade|Песочная бандана Кочевника|游牧者的沙子大手帕|ノマドのサンドバンダナ|노마드의 모래 두건|Sandbandana des Nomaden|Bandana de sable de nomade
helmet_nobunagas_battle_helmet|Nobunaga's Battle Helmet|Nobunagan Taistelukypärä|Capacete de Batalha de Nobunaga|Боевой шлем Нобунаги|织田信长的战斗头盔|信長のバトルヘルメット|노부나가의 전투용 헬멧|Schlachthelm des Nobunaga|Casque de combat de Nobunaga
helmet_gladiators_skullet|Gladiator's Skullet|Gladiaattorin Kallotti|Caveira do Gladiador|Череп гладиатора|角斗士的乌鱼发型|グラディエーターのスカルレット|글라디에이터의 스컬렛|Schädel des Gladiators|Crâne de gladiateur
helmet_doctors_visage|Doctor's Visage|Tophtorin Kasvot|Viseira do Médico|Облик доктора|医生的面貌|ドクターズヴィサージュ|의사의 얼굴|Visage des Doktors|Visage de docteur
helmet_aztec_crown|Aztec Crown|Atsteekkikruunu|Coroa Asteca|Корона ацтеков|爱捷特皇冠|アズテッククラウン|아즈텍 크라운|Krone es Azteken|Couronne aztèque
helmet_wendigo_skull|Wendigo Skull|Wendigokallo|Caveira de Wendigo|Череп Вендиго|联合头骨|ヴェンディゴスカル|웬디고 해골|Schädel des Wendigo|Crâne de wendigo
helmet_judge_jury_executioner|Judge, Jury & Executioner|Tuomari, Tuomaristo & Teloittaja|Juiz, Júri e Executor|Судья, Присяжные и Исполнитель|法官、陪审团和刽子手|陪審と処刑人|심사 위원 및 집행관|Richter, Jury und Henker|Juge, juré et bourreau
helmet_death_knights_visage|Death Knight's Visage|Kuolemaritarin Kasvot|Viseira do Cavaleiro da Morte|Облик Рыцаря Смерти|死亡骑士的面貌|デスナイツヴィザージュ|죽음의 기사의 얼굴|Visage des Todesritters|Visage du chevalier de la mort
helmet_ancient_avenger|Ancient Avenger|Muinaiskostaja|Vingador Ancião|Древний Мститель|古老的复仇者|アンシエントアベンジャー|고대 복수자|Alter Rächer|Vengeur antique
helmet_burning_gaze|Burning Gaze|Polttava Tuijotus|Contemplar Ardente|Горящий Взгляд|燃烧的目光|バーニングゲイズ|불타는 듯한 눈|Brennender Blick|Regard ardent
helmet_sight_of_gods|Sight Of The Gods|Jumalten Katse|Visão dos Deuses|Взгляд Богов|众神之视|神々の光景|신들의 광경|Anblick der Götter|Vision des dieux
helmet_zealots_guise_of_doom|Zealot's Guise of Doom|Kiihkoilijan Tuomion Huppu|Disfarce do Fanático da Desgraça|Фанатичное выражение обреченности|狂热者的厄运掩饰|熱狂的な運命の装い|열렬한 운명의 모습|Eiferers Gestalt des Untergangs|Apparence du destin de zélote
helmet_flame_diviners_refuge|Flame Diviner's Refuge|Tuliennustajan Turvapaikka|Refúgio do Adivinho da Chama|Убежище Огненного Прорицателя|烈焰圣地的避难所|炎占い師の避難所|화염 점쟁이의 피난처|Zuflucht der Flammenwahrsager|Refuge de pyromancien
helmet_lumberjacks_safety_helm|Lumberjack's Safety Helm|Tukkimiehen Suojakypärä|Capacete de Segurança do Lenhador|Защитный Шлем Лесоруба|伐木工人的安全帽|木こりの安全ヘルメット|Lumberjack의 안전 헬멧|Holzfäller-Schutzhelm|Casque de sécurité de bûcheron
helmet_bloodletters_crown|Blood-letter's Crown|Blood-letter's Crown|Coroa do Flebotomista|Корона кровавого письма|Blood-letter's Crown|Blood-letter's Crown|혈서의 왕관|Blood-letter's Crown|Couronne de gravesang
helmet_venoms_skull|Venom's Skull|Venomin Pääkallo|Caveira de Venom|Череп Венома|毒液的头骨|ヴェノムの頭蓋骨|독의 해골|Giftschädel|Crâne de venom
helmet_shield_bearers_crown|Shield Bearer's Crown|Kilvenkäyttäjän Kruunu|Coroa do Portador do Escudo|Корона щитоносца|盾牌守卫者的王冠|シールドベアラーの王冠|방패 전달자의 왕관|Schildträgerkrone|Couronne de porteur de bouclier
helmet_juggernauts_siege_helm|Juggernaut's Siege Helm|Pysäyttämätön Voiman Piirityskypärä|Capacete de Cerco de Juggernaut|Осадный шлем Джаггернаута|剑圣的攻城头盔|ジャガーノートの包囲ヘルメット|저거너트의 공성 헬멧|Belagerungshelm von Juggernaut|Heaume de siège de juggernaut
helmet_lost_masters_vision|Lost Master's Vision|Kadonneen Mestarin Näkö|Visão do Mestre Perdido|Видение утраченного Мастера|失去大师的视野|失われたマスターのビジョン|잃어버린 스승의 비전|Die Vision des verlorenen Meisters|Visière du maître d'armes
helmet_valkyries_winged_helm|Valkyrie's Winged Helm|Valkyrie's Winged Helm|Capacete Alado da Valquíria|Крылатый шлем Валькирии|Valkyrie's Winged Helm|Valkyrie's Winged Helm|발키리의 날개 헬멧|Valkyrie's Winged Helm|Casque ailé de valkyrie
helmet_surgical_mask|Surgical Mask|Kirurginen naamio|Máscara Cirúrgica|Хирургическая Маска|手术面罩|サージカルマスク|외과용 마스크|Chirurgische Maske|Masque chirurgical
helmet_battle_worn_visor|Battle Worn Visor|Taistelussa kulunut visiiri|Viseira de Batalha Desgastada|Изношенный в Бою Козырек|战斗磨损的面罩|戦場で着用したバイザー|전투로 닳은 바이저|Schlacht Worn Visor|Visière parée au combat
helmet_underworlds_skullbreaker|Underworld's Skullbreaker|Underworldin Skullbreaker|Quebradora de Crânios do Submundo|Сокрушитель черепов Подземного мира|冥界的破壳者|アンダーワールドのスカルブレーカー|지하 세계의 해골 파괴자|Schädelbrecher der Unterwelt|Briseur de crânes du monde souterrain
helmet_sand_travelers_guise|Sand Traveler's Guise|Hiekkamatkustajan asu|Traje do Viajante das Areias|Облик путешественника по песку|沙地旅行者的幌子|サンドトラベラーズギース|모래 여행자의 위장|Sand Traveler's Guise|Guide de voyageur de sable
helmet_crown_of_holy_one|Crown of the Holy One|Arcaniumin kruunu|Coroa do Santo Escolhido|Корона Святого|阿卡尼姆之冠|クラウン オブ アルカニウム|성스러운 자의 왕관|Krone von Arkanium|Couronne du Saint
helmet_guise_of_dead|Guise of the Dead|Guise of the Dead|Disfarce dos Mortos|Облик Мертвеца|亡灵的幌子|ギゼ・オブ・ザ・デッド|죽은 자의 위장|Das Gewand der Toten|Apparence de la mort
helmet_veil_of_mystery|Veil of Mystery|Mysteerin verho|Véu do Mistério|Завеса тайны|神秘的面纱|ベール・オブ・ミステリー|신비의 베일|Schleier des Geheimnisses|Voile de mystère
helmet_crown_of_north|Crown of the North|Crown of the North|Coroa do Norte|Корона Севера|Crown of the North|Crown of the North|북쪽의 왕관|Crown of the North|Couronne du nord
helmet_tenebris_grievance|Tenebris' Grievance|Tenebris' Grievance|Ressentimento de Tenebris|Недовольство Тенебрис|Tenebris' Grievance|Tenebris' Grievance|테네브리스의 불만|Tenebris' Grievance|Doléances de Tenebris
helmet_mask_of_beyond|Mask of the Beyond|Beyondin naamio|Máscara do Além|Маска Запредельного|超越者的面具|マスク・オブ・ザ・ビヨンド|저 너머의 가면|Maske des Jenseits|Masque de l'au-delà
helmet_pit_lords_vanquisher|Pit Lord's Vanquisher|Pit Lord's Vanquisher|Destruidor do Senhor do Poço|Победитель Повелителя преисподней|Pit Lord's Vanquisher|Pit Lord's Vanquisher|핏 로드의 정복자|Pit Lord's Vanquisher|Vainqueur du seigneur de la fosse
helmet_lava_kings_lost_mask|Lava King's Lost Mask|Laavakuninkaan kadonnut naamio|Máscara Perdida do Rei da Lava|Потерянная маска короля лавы|熔岩王的失落面具|Lava King's Lost Mask|용암 왕의 잃어버린 가면|Die verlorene Maske des Lavakönigs|Masque perdu du roi de la lave
helmet_grand_champion|The Grand Champion|Suuri mestari|O Grande Campeão|Великий Чемпион|大冠军|グランドチャンピオン|그랜드 챔피언|Der Großmeister|Le grand champion
helmet_crown_of_midnight|Crown of Midnight|Keskiyön kruunu|Coroa da Meia-Noite|Корона Полуночи|午夜之冠|真夜中の王冠|한밤중의 왕관|Krone der Mitternacht|Couronne de minuit
helmet_nikitas_kj33_helmet|Nikita's KJ-33 Helmet|Nikita's KJ-33 Helmet|Capacete KJ-33 de Nikita|Шлем Никиты KJ-33|Nikita's KJ-33 Helmet|Nikita's KJ-33 Helmet|니키타의 KJ-33 헬멧|Nikita's KJ-33 Helmet|Casque KJ-33 de Nikita
helmet_curator_of_secrets|The Curator of Secrets|The Curator of Secrets|O Curador de Segredos|Хранитель Тайн|The Curator of Secrets|The Curator of Secrets|비밀의 큐레이터|The Curator of Secrets|Le gardien des secrets
helmet_sheep_kings_crown|Sheep King's Crown|Sheep King's Crown|Coroa do Rei Ovelha|Корона короля овец|Sheep King's Crown|Sheep King's Crown|양 왕의 왕관|Sheep King's Crown|Couronne du roi des moutons
helmet_warlords_fury|Warlord's Fury|Warlord's Fury|Fúria do Senhor da Guerra|Ярость военачальника|Warlord's Fury|Warlord's Fury|전쟁군주의 분노|Warlord's Fury|Fureur de seigneur de la guerre
helmet_witches_brimmed_hat|Witches Brimmed Hat|Witches Brimmed Hat|Chapéu de Bruxa|Шляпа Ведьмы с полями|Witches Brimmed Hat|Witches Brimmed Hat|마녀의 챙 모자|Witches Brimmed Hat|Chapeau de sorcière
helmet_assassins_hood|Assassin's Hood|Assassin's Hood|Capuz do Assassino|Капюшон убийцы|Assassin's Hood|Assassin's Hood|암살자의 두건|Assassin's Hood|Capuche d'assassin
helmet_knight_captains_helmet|Knight Captain's Helmet|Knight Captain's Helmet|Capacete do Cavaleiro Capitão|Шлем рыцаря-капитана|Knight Captain's Helmet|Knight Captain's Helmet|기사 대장의 헬멧|Knight Captain's Helmet|Casque de capitaine chevalier
helmet_chronomancers_observance|Chronomancer's Observance|Chronomancer's Observance|Observação da Chronomante|Соблюдение правил Хрономанта|Chronomancer's Observance|Chronomancer's Observance|크로노맨서의 관찰|Chronomancer's Observance|Observance de chronomancien
helmet_sand_manipulators_mask|Sand Manipulator's Mask|Sand Manipulator's Mask|Máscara do Manipulador das Areias|Маска для манипулятора песком|Sand Manipulator's Mask|Sand Manipulator's Mask|모래 조작자의 가면|Sand Manipulator's Mask|Masque de manipulateur de sable
helmet_ymirs_frozen_shroud|Ymir's Frozen Shroud|Ymir's Frozen Shroud|Manto Congelado de Ymir|Замороженный саван Имира|Ymir's Frozen Shroud|Ymir's Frozen Shroud|이미르의 얼어붙은 수의|Ymir's Frozen Shroud|Linceul glacé d'Ymir
helmet_einars_horned_helmet|Einar's Horned Helmet|Einar's Horned Helmet|Capacete com Chifres de Einar|Рогатый шлем Эйнара|Einar's Horned Helmet|Einar's Horned Helmet|아이나르의 뿔 달린 헬멧|Einar's Horned Helmet|Casque à cornes d'Einar
helmet_gabriels_brimmed_fedora|Gabriel's Brimmed Fedora|Gabriel's Brimmed Fedora|Fedora de Gabriel|Фетровая шляпа Габриэля с полями|Gabriel's Brimmed Fedora|Gabriel's Brimmed Fedora|가브리엘의 챙 있는 페도라|Gabriel's Brimmed Fedora|Fedora de Gabriel
helmet_grimbones_visage|Grimbone's Visage|Grimbone's Visage|Viseira de Grimbone|Облик Гримбона|Grimbone's Visage|Grimbone's Visage|그림본의 형상|Grimbone's Visage|Visage de Grimbone
helmet_odins_eternal_visage|Odin's Eternal Visage|Odin's Eternal Visage|Viseira Eterna de Odin|Вечный Лик Одина|Odin's Eternal Visage|Odin's Eternal Visage|오딘의 영원한 얼굴|Odin's Eternal Visage|Visage éternel d'Odin
helmet_aetherweavers_veil|Aetherweaver's Veil||Véu do Tecelã de Éter|Завеса Эфирного Ткача|||에테르 위버의 장막||Voile de Tisségide
helmet_sentinels_headguard|Sentinel's Headguard||Protetor de Cabeça do Sentinela|Головной убор Стража|||센티넬의 머리 보호구||Cimier de la sentinelle
helmet_executioners_headplate|Executioner's Headplate||Capacete do Carrasco|Головной убор Палача|||처형인의 머리판||Carapace de bourreau
helmet_bloodthirsters_warhelm|Bloodthirster's Warhelm||Elmo de Guerra do Sanguinário|Боевой шлем Кровожадного Воина|||피의 갈증의 전투 투구||Heaume de soif de sang
helmet_mages_starshroud|Mage's Starshroud||Manto Estrelado do Mago|Звездный Саван Мага|||마법사의 별장막||Linceul étoilé du mage
