Unnamed: 0|en|[fi]|pt|ru|zh|ja|ko|de|fr
subDescNomadScimitarCharge02|Increases the area of effect radius of scimitar charge.||||||시미터 돌진의 효과 범위를 증가시킵니다.||
subDescNomadScimitarCharge03|Increases the traveling distance of scimitar charge.||||||시미터 돌진의 이동 거리를 증가시킵니다.||
subDescNomadScimitarCharge04|Increases attack rating when using scimitar charge.||||||시미터 돌진 사용 시 명중률 증가||
subDescNomadScimitarCharge05|Knock monsters back dealing increased damage on hit.||||||몬스터를 밀쳐내고 타격 시 추가 피해를 입힙니다.||
subDescNomadScimitarCharge06|Increases travel speed when using scimitar charge.||||||시미터 돌진 사용 시 이동 속도가 증가합니다.||
subDescNomadScimitarCharge07|Decreases the mana cost of scimitar charge.||||||시미터 돌진의 마나 소모를 감소시킵니다.||
subDescNomadScimitarCharge08|Chance to swirl an additional time on hit.||||||적중 시 추가로 한 번 더 회전할 확률||
subDescNomadScimitarCharge09|Chance to stun monsters on hit.||||||공격 시 몬스터를 기절시킬 확률.||
subDescNomadScimitarCharge10|Increases damage dealt to stunned targets.||||||기절한 대상에게 가하는 피해 증가.||
subDescNomadScimitarCharge11|Throw multiple scimitars in a circle around you on hit.||||||타격 시 주변에 여러 개의 시미터를 던집니다.||
subDescNomadScimitarCharge12|Deal a portion of your damage as bleeding with increased effectiveness.||||||피해량의 일부를 출혈 효과로 주고, 효과를 증가시킵니다.||
subDescNomadScimitarCharge13|Scimitar charge now slows enemies on hit leaving behind a pulsating whirl for a short period.||||||스키미타 돌진이 이제 적을 맞히면 느려지고, 잠시 동안 맥동하는 소용돌이를 남깁니다.||
subDescNomadScimitarCharge14|Mark the point of impact sending phantom nomads from random directions towards the mark casting scimitar charge for a short period.||||||임팩트 지점을 표시하여 무작위 방향에서 표식을 향해 팬텀 유목민을 보내고 짧은 시간 동안 시미터 돌진을 시전합니다.||
|||||||||
subNomadPhantomBlade01|Paranormal Activity||||||초자연 활동||
subNomadPhantomBlade02|Phantom Agility||||||팬텀 민첩성||
subNomadPhantomBlade03|Dimensional Intellect||||||차원의 지성||
subNomadPhantomBlade04|Ghostly Reach||||||유령의 손길||
subNomadPhantomBlade05|Malicious Essence||||||악의 정수||
subNomadPhantomBlade06|Essence of Time||||||시간의 정수||
subNomadPhantomBlade07|Malevolent Pulse||||||악의의 파동||
subNomadPhantomBlade08|Twice The Price||||||두 배 가격||
subNomadPhantomBlade09|Ghost Dimension||||||유령 차원||
subNomadPhantomBlade10|Psychosis||||||||
subNomadPhantomBlade11|Spirit Blades||||||영혼의 칼날||
subNomadPhantomBlade12|Terrorized Mind||||||공포에 질린 정신||
subNomadPhantomBlade13|Spectral Ghostblade||||||유령 검||
subNomadPhantomBlade14|Dimensional Ghostblade||||||차원의 고스트블레이드||
subDescNomadPhantomBlade01|Increases the maximum amount of phantom blades.||||||환영의 칼날 최대 수량 증가||
subDescNomadPhantomBlade02|Increases the attack speed of phantom blades.||||||환영 블레이드의 공격 속도가 증가합니다.||
subDescNomadPhantomBlade03|Decreases the mana cost of phantom blade.||||||환영 검의 마나 소모를 감소시킵니다.||
subDescNomadPhantomBlade04|Increases the attack range of phantom blades.||||||환영의 칼날의 공격 범위가 증가합니다.||
subDescNomadPhantomBlade05|Increases the damage dealt by phantom blades.||||||팬텀 블레이드의 피해량 증가||
subDescNomadPhantomBlade06|Increases the duration of phantom blade.||||||환영 검의 지속 시간을 증가시킵니다.||
subDescNomadPhantomBlade07|Increases the area of effect radius of phantom blades attacks.||||||팬텀 블레이드 공격의 효과 범위를 증가시킵니다.||
subDescNomadPhantomBlade08|Chance for phantomblades to swing an additional time on hit.||||||팬텀 블레이드가 적중 시 추가로 한 번 더 휘두를 확률.||
subDescNomadPhantomBlade09|Inflicts arcane break on hit.||||||명중 시 비전 파괴를 가합니다.||
subDescNomadPhantomBlade10|Inflicts bleeding on hit.||||||적중 시 출혈을 유발합니다.||
subDescNomadPhantomBlade11|Phantom blades now orbit you and attack the closest monsters.||||||팬텀 블레이드가 이제 당신 주위를 맴돌며 가장 가까운 몬스터를 공격합니다.||
subDescNomadPhantomBlade12|When a phantom blade strikes a bleeding target the bleeding is consumed unleashing a vorpal pulse dealing increased damage based on the bleeding value.||||||망령의 검이 출혈 상태의 적을 공격하면 출혈이 소모되며 출혈 값에 기반하여 더 높은 피해를 주는 보팔 펄스가 발산됩니다.||
subDescNomadPhantomBlade13|Phantom blades deal increased damage based on your energy.||||||환영의 칼날은 당신의 에너지를 기반으로 피해량이 증가합니다.||
subDescNomadPhantomBlade14|Phantom blades no longer attack but throw flying scimitars with increased damage.||||||팬텀 블레이드는 더 이상 공격하지 않지만, 피해량이 증가된 비행 시미터를 던집니다.||
|||||||||
subRedneckMoonshineMolotov01|Extra Gasoline||||||추가 휘발유||
subRedneckMoonshineMolotov02|Double Bourbon||||||더블 버번||
subRedneckMoonshineMolotov03|Wider Flames||||||넓은 불꽃||
subRedneckMoonshineMolotov04|Scorching Collision||||||타오르는 충돌||
subRedneckMoonshineMolotov05|Gas Leak||||||가스 누출||
subRedneckMoonshineMolotov06|Oil Spilled Flask||||||기름이 엎질러진 플라스크||
subRedneckMoonshineMolotov07|Burn The Demons||||||악마를 태워라||
subRedneckMoonshineMolotov08|Redeeming Flames||||||구원의 불꽃||
subRedneckMoonshineMolotov09|Bottle Flip||||||병 던지기||
subRedneckMoonshineMolotov10|Resilient Liquid||||||강인한 액체||
subRedneckMoonshineMolotov11|Heated Melting Point||||||가열된 융점||
subRedneckMoonshineMolotov12|Set The World On Fire!||||||세상을 불태워라!||
subRedneckMoonshineMolotov13|Flaming Tar||||||불타는 타르||
subRedneckMoonshineMolotov14|Blazing Trail of Flames||||||불타는 화염의 길||
subDescRedneckMoonshineMolotov01|Increased damage.||||||피해 증가||
subDescRedneckMoonshineMolotov02|Chance to throw an additional molotov.||||||추가로 몰로토프를 던질 기회.||
subDescRedneckMoonshineMolotov03|Increases flame radius.||||||화염 반경 증가||
subDescRedneckMoonshineMolotov04|Direct hits with the molotov breaks monsters fire resistances.||||||몰로토프 직격은 몬스터의 화염 저항을 무력화합니다.||
subDescRedneckMoonshineMolotov05|Molotovs leave a small trail of fire as they travel.||||||몰로토프는 이동 중에 작은 불길을 남깁니다.||
subDescRedneckMoonshineMolotov06|Chance for molotovs to spill oil around them.||||||몰로토프가 주변에 기름을 쏟을 확률.||
subDescRedneckMoonshineMolotov07|Inflicts burning on hit.||||||적중 시 화상 상태를 입힙니다.||
subDescRedneckMoonshineMolotov08|Increases the amount of spills from moonshine molotov.||||||문샤인 몰로토브의 유출량이 증가합니다.||
subDescRedneckMoonshineMolotov09|Molotovs now bounce once when they hit the ground redirecting them towards the closest enemy.||||||몰로토프가 이제 땅에 닿으면 한 번 튀어 가장 가까운 적을 향해 재조준됩니다.||
subDescRedneckMoonshineMolotov10|Increases the duration of flames.||||||불꽃 지속 시간이 증가합니다.||
subDescRedneckMoonshineMolotov11|Moonshine molotovs now ignite into blue flames increasing its damage significantly.||||||문샤인 몰로토프가 이제 파란 불꽃으로 점화되어 피해량이 크게 증가합니다.||
subDescRedneckMoonshineMolotov12|Throw multiple molotovs around you for a short period setting the world ablaze. Moonshine molotov now has a cooldown.||||||짧은 시간 동안 주변에 여러 개의 몰로토프를 던져 세상을 불바다로 만드세요. 문샤인 몰로토프는 이제 재사용 대기 시간이 있습니다.||
subDescRedneckMoonshineMolotov13|Direct hits cause enemies to leave a trail of fire wherever they go damaging other nearby enemies dealing increased damage and inflicting burning.||||||직격타는 적이 지나가는 곳마다 불길을 남겨 주변의 다른 적들에게 피해를 입히고 추가 피해를 주며 화상을 입힙니다.||
subDescRedneckMoonshineMolotov14|Molotov now bounces additional times from the ground spilling small flames around.||||||몰로토프가 이제 땅에 튕길 때마다 작은 불꽃을 흩뿌립니다.||
|||||||||
subRedneckPipebombs01|Stacked Bag||||||중첩된 가방||
subRedneckPipebombs02|Lowered Weight||||||무게 감소||
subRedneckPipebombs03|TNT Mass||||||TNT 질량||
subRedneckPipebombs04|Bomberman||||||봄버맨||
subRedneckPipebombs05|Splitting Explosive||||||분열 폭탄||
subRedneckPipebombs06|Wounding Blast||||||상처 입히는 폭발||
subRedneckPipebombs07|Salt Covering||||||소금 덮개||
subRedneckPipebombs08|Blasting Powder||||||폭발 분말||
subRedneckPipebombs09|Anti Fatigue||||||피로 방지||
subRedneckPipebombs10|Upwards Pressure||||||상향 압력||
subRedneckPipebombs11|Fiery Infusion||||||화염 주입||
subRedneckPipebombs12|Disorienting Blast||||||혼란의 폭발||
subRedneckPipebombs13|Eat This!||||||이거 먹어라!||
subRedneckPipebombs14|Colossal Explosive||||||거대한 폭발물||
subDescRedneckPipebombs01|Throw additional bombs.||||||추가 폭탄 던지기||
subDescRedneckPipebombs02|Increases the projectile speed of pipe bombs.||||||파이프 폭탄의 발사체 속도를 증가시킵니다.||
subDescRedneckPipebombs03|Increases the size and explosion area of effect radius of pipe bombs.||||||파이프 폭탄의 크기와 폭발 범위를 증가시킵니다.||
subDescRedneckPipebombs04|Increases faster cast rate when using pipe bombs.||||||파이프 폭탄을 사용할 때 시전 속도가 더 빨라집니다.||
subDescRedneckPipebombs05|Chance on hit to split into multiple pipe bombs.||||||명중 시 여러 개의 파이프 폭탄으로 분열될 확률이 있습니다.||
subDescRedneckPipebombs06|Inflicts bleeding on hit.||||||명중 시 출혈을 입힙니다.||
subDescRedneckPipebombs07|Increases damage dealt to bleeding targets.||||||출혈 상태의 적에게 주는 피해가 증가합니다.||
subDescRedneckPipebombs08|Increases the damage dealt by pipe bombs.||||||파이프 폭탄의 피해량이 증가합니다.||
subDescRedneckPipebombs09|Decreases the mana cost of pipe bombs.||||||파이프 폭탄의 마나 소모량을 줄입니다.||
subDescRedneckPipebombs10|Chance on hit to knock up monsters dealing additional damage.||||||적중 시 몬스터를 띄우고 추가 피해를 입힐 확률이 있습니다.||
subDescRedneckPipebombs11|Pipe bombs now leave burning flames on the ground with increased damage and area of effect radius.||||||파이프 폭탄이 이제 지면에 불타는 불꽃을 남기며 피해량과 효과 범위가 증가합니다.||
subDescRedneckPipebombs12|Knock monsters back with massive power causing them to take additional damage and be stunned when hitting terrain.||||||거대한 힘으로 몬스터를 밀어내어 추가 피해를 입히고 지형에 부딪힐 때 기절시킵니다.||
subDescRedneckPipebombs13|Throw a single pipe bomb with force unleashing multiple pipe bombs in a circle around the impact point.||||||단일 파이프 폭탄을 던져 충돌 지점 주위에 여러 개의 파이프 폭탄을 원형으로 폭발시킵니다.||
subDescRedneckPipebombs14|Throw a giant pipe bomb that bounces multiple times dealing increased damage. Each bounce it shrinks in size and deals less damage until it vanishes.||||||거대한 파이프 폭탄을 던지면 여러 번 튀면서 더 큰 피해를 줍니다. 튈 때마다 크기가 줄어들고 피해량도 감소하다가 사라집니다.||
|||||||||
subRedneckTireFire01|Tire Density||||||타이어 밀도||
subRedneckTireFire02|Increased Stock||||||재고 증가||
subRedneckTireFire03|Scaling Up||||||확대하기||
subRedneckTireFire04|Hard Hitter||||||강타자||
subRedneckTireFire05|Bouncy Tire||||||탄력 타이어||
subRedneckTireFire06|Flaming Tire||||||불타는 타이어||
subRedneckTireFire07|Overheated||||||과열됨||
subRedneckTireFire08|The Machinist||||||기계공||
subRedneckTireFire09|Oily Tire||||||기름진 타이어||
subRedneckTireFire10|Impact Angle||||||충돌 각도||
subRedneckTireFire11|Monster Truck Tire||||||몬스터 트럭 타이어||
subRedneckTireFire12|Mini Tires||||||미니 타이어||
subRedneckTireFire13|Donuts||||||도넛||
subRedneckTireFire14|Loose Tire||||||느슨한 타이어||
subDescRedneckTireFire01|Increases the damage dealt by tire fire.||||||타이어 화재로 인한 피해량이 증가합니다.||
subDescRedneckTireFire02|Increases the projectile speed of tire fire.||||||타이어 불의 발사체 속도가 증가합니다.||
subDescRedneckTireFire03|Increases the size of tires.||||||타이어의 크기를 증가시킵니다.||
subDescRedneckTireFire04|Knocks monsters back with increased damage.||||||몬스터를 뒤로 밀쳐내며 피해를 증가시킵니다.||
subDescRedneckTireFire05|Tires now bounce over gaps and short terrain dealing a damaging area of effect pulse when landing.||||||타이어가 이제 틈새와 짧은 지형을 넘으며 착지할 때 피해를 주는 광역 효과를 발생시킵니다.||
subDescRedneckTireFire06|Inflicts burning on hit.||||||명중 시 화상 상태를 입힙니다.||
