[enemies]|en|fi|pt|ru|zh|ja|ko|de|fr
spell_skeleton_mage_0|Skull Circle|Pääkallorinki|Círculo de Caveiras|Круг Черепа|头骨圈|頭蓋骨の輪|두개골의 원|Schädelkreis|Cercle de crânes
spell_skeleton_mage_1|Glacial Spike|Jääpiikki|Espeto Glacial|Ледниковый Шип|冰川尖刺|氷河のスパイク|빙하 스파이크|Gletscherspitze|Pointes glaciales
spell_skeleton_mage_2|Charged Bolts|Jännitenuolet|Disparos Carregados|Заряженные Болты|带电螺栓|充電ボルト|충전 볼트|Geladenes Bolzen|Traits chargés
spell_skeleton_mage_3|Unholy Fire|Epäpyhä Tuli|Fogo Profano|Нечестивый Огонь|邪恶之火|不気味な火|부정한 불|Unheiliges Feuer|Feu impie
spell_skull_crawler_0|Corrupted Skulls|Korruptiokallot|Caveiras Corrompidas|Испорченные Черепа|损坏的头骨|破損した頭蓋骨|손상된 두개골|Verdorbener Schädel|Crânes corrompus
spell_spider_0|Jump|Hyppy|Salto|Прыжок|跳|ジャンプ|점프|Sprung|Sauter
spell_treasure_goblin_0|Vorpal Escape|Hätäpako|Fuga Vorpal|Побег Ворпала|仓促逃生|性急なエスケープ|성급한 탈출|Hastige Flucht|Fuite hâtive
spell_triangle_0|Pillar|Pilari|Pilar|Столб|柱|柱|기둥|Säule|Pilier
spell_uber_reaper_1|Pentagram Slam|Pentagrammiläimäys|Golpe Pentagrama|Удар Пентаграммой|五角星满贯|五芒星スラム|오각형 슬램|Pentagramm Zuschlagen|Déchaînement du pentagramme
spell_uber_reaper_2|Scythe Strike|Viikateisku|Ataque com Foice|Удар Косой|镰刀罢工|鎌ストライキ|낫 파업|Sense Streik|Frappe de la faux
spell_uber_reaper_3|Shadow Skull|Varjokallo|Caveira das Sombras|Теневой Череп|影子头骨|影の頭蓋骨|그림자 두개골|Schatten Schädel|Crâne d'ombre
spell_uber_reaper_4|Execution|Teloitus|Execução|Исполнение|执行|実行|실행|Ausführung|Exécution
spell_uber_reaper_5|Shadow Lantern|Varjolyhty|Lanterna das Sombras|Теневой Фонарь|阴影灯笼|影のランタン|그림자 랜턴|Schatten Laterne|Lanterne d'ombre
spell_undead_priest_0|Raise the Dead|Kuolleiden Herätys|Levantar dos Mortos|Воскрешать мертвых|使死人复活|死者を生き返らせます|죽은 인상|Weckt Tote|Ressusciter les morts
spell_wendigo_0|Steel Skin|Teräsnahka|Pele de Ferro|Стальная Обшивка|钢皮|スチールスキン|강철 피부|Stahlhaut|Peau d'acier
spell_zombie_0|Spike Ball|Piikkipallo|Bola de Espetos|Мяч с Шипом|秒杀球|スパイクボール|스파이크 볼|Spike-Ball|Boule à pics
spell_zombie_crawler_0|Frenzy|Kiihko|Frenesi|Безумие|热情|情熱|열정|Glut|Frénésie
spell_claw_attack|Claw Strike|Kynsi-isku|Golpe com Garra|Удар когтем|爪击|クローストライク|클로 스트라이크|Klauenschlag|Coup de griffe
spell_minions|Reinforcements|Lisäjoukot|Reforços|Подкрепления|钢筋|増援|증원|Verstärkung|Renforts
spell_raging_charge|Raging Charge|Raivoisa Rynnäkkö|Carga Violenta|Яростный Заряд|狂暴收费|荒れ狂うチャージ|성난 돌격|Rasende Ladung|Charge furieuse
spell_ground_fissures|Arena Traps|Areenan ansat|Armadilhas de Arena|Ловушки на Арене|竞技场陷阱|アリーナトラップ|아레나 트랩|Arena-Fallen|Pièges d'arène
spell_ground_slam|Colossal Slam|Valtava Läimäys|Batida Colossal|Колоссальный Удар|大满贯|巨大なスラム|어마 어마한 슬램|Kolossaler Slam|Coup de poing colossal
spell_end_game|End Game|End Game|Fim de Jogo|Окончание игры|End Game|ゲーム終了|최종 단계|Spiel beenden|Assez jouer
spell_sung_lee_0|Lethal Smash|Lethal Smash|Choque Letal|Смертельный Удар|Lethal Smash|Lethal Smash|치명적인 강타|Lethal Smash|Fracas mortel
spell_sung_lee_1|Earthquake|Earthquake|Terremoto|Землетрясение|Earthquake|Earthquake|지진|Earthquake|Tremblement de terre
spell_sung_lee_2|Rain of Doom|Rain of Doom|Chuva de Ruína|Роковой дождь|Rain of Doom|Rain of Doom|파멸의 비|Rain of Doom|Pluie de malheur
spell_sung_lee_3|Summon Weapon|Summon Weapon|Convocar Arma|Оружие Призыва|Summon Weapon|Summon Weapon|소환 무기|Summon Weapon|Invocation d'arme
spell_anubis_0|Meteor Shower|Meteor Shower|Chuva de Meteoros|Метеоритный дождь|Meteor Shower|Meteor Shower|유성우|Meteor Shower|Pluie de météores
spell_anubis_1|Wall of Thunder|Wall of Thunder|Parede do Trovão|Стена грома|Wall of Thunder|Wall of Thunder|천둥의 벽|Wall of Thunder|Mur de tonnerre
spell_anubis_2|Wrath of Anubis|Wrath of Anubis|Fúria de Anúbis|Гнев Анубиса|Wrath of Anubis|Wrath of Anubis||Wrath of Anubis|Colère d'Anubis
spell_corrupted_viking_0|Axe Throw||Arremesso de Machado|Бросок топора|||도끼 던지기||Lancer de hache
spell_naga_warrior_0|Explosive Charge||Carga Explosiva|Заряд взрывчатого вещества|||폭발물 장치||Charge explosive
spell_naga_archer_0|Scatter Bombs||Bombas Espalhadas|Разбрасывать бомбы|||||Dispersion des bombes
spell_orc_warrior_0|Battle Rage||Fúria de Batalha|Боевая Ярость|||전투 격노||Rage de la bataille
spell_orc_hunter_0|Bouncing Stones||Pedras Saltitantes|Прыгающие Камни|||튕기는 돌||Pierres rebondissantes
spell_sheep_king_0|Balls of Wool||Bolas de Lã|Клубки шерсти|||||Boules de laine
spell_sheep_king_1|Sweet Death||Doce Morte|Сладкая Смерть|||||Mort douce
spell_sheep_king_2|Baaaaaa||Baaaaaaa|Бааааааа|||||Bééééééé !
spell_unholy_monstrosity_0|Blood Gush||Esguicho de Sangue|Хлынувшая кровь|||피가 솟구침||Jaillissement de sang
spell_amazon_spear_0|Javelin Throw||Arremesso de Dardo|Метание копья|||창 던지기||Lancer de javelot
spell_alien_melee_0|Alienation||Alienação|Отчуждение|||소외||Aliénation
spell_alien_ranged_0|Barrage||Barragem|Шквал|||탄막||Barrage
spell_samurai_skeleton_0|Katanoshi||Katanoshi|Катаноши|||||Katanoshi
spell_samurai_archer_0|Storm Arrows||Flechas da Tempestade|Штормовые Стрелы|||||Flèches d'orage
spell_ghost_skeleton_0|Spectral Army||Exército Espectral|Призрачная Армия|||유령 군대||Armée spectrale
spell_ghost_skeleton_archer_0|Crippling Chains||Correntes Deformadas|Калечащие Цепи|||절단의 사슬||Chaînes incapacitantes
spell_skeletal_trooper_0|Ambush||Emboscada|Засада|||매복||Embuscade
spell_skeletal_trooper_1|Giant Slash||Corte Gigante|Гигантский Разрез|||||Tranche géante
spell_skeletal_marksman_0|Empowered Shot||Tiro Fortalecido|Мощный Выстрел|||강화된 사격||Tir puissant
spell_chilling_marksman_0|Marked for Frost||Marcado para Congelar|Помечен для Заморозков|||냉기로 표시됨||Marqué par le gel
spell_forest_troll_0|Ground Pound||Batida no Chão|Измельченный Фунт|||그라운드 파운드||Martelage
spell_bear_0|Maul||Malho|Молот|||||Massacre
spell_link_blood|Link of Blood||Ligação de Sangue|Кровная связь|||혈연의 연결||Lien de sang
|||||||||
[valhalla bosses]|||||||||
spell_odin_phase_1_0|Lightning Burn||Queimadura Elétrica|Молния Горит|||번개 화상||Brûlure de foudre
spell_odin_phase_1_1|Shadow Orb||Orbe das Sombras|Теневой Шар|||그림자 구슬||Orbe d'ombre
spell_odin_phase_1_2|Storm Break||Tempestade|Штормовой Перерыв|||폭풍 돌파||Brise-tempête
spell_odin_phase_1_3|Summon Raven||Invocar Corvo|Призови Ворона|||레이번 소환||Invocation du corbeau
spell_muninn_0|Corrupted Memories||Memórias Corrompidas|Искаженные Воспоминания|||손상된 기억||Souvenirs troublés
spell_huginn_0|Fearful Thoughts||Pensamentos de Medo|Страшные Мысли|||두려운 생각들||Pensées effrayantes
|||||||||
spell_odin_phase_2_0|Ground Smash||Esmagamento|Удар о землю|||||Impact
spell_odin_phase_2_1|Meteor Shower||Chuva de Meteoros|Метеоритный дождь|||유성우||Pluie de météorites
spell_odin_phase_2_2|Shove||Empurrão|Толкать|||||Poussée
spell_odin_phase_2_3|Engulfing Flames||Engolir em Chamas|Всепоглощающее Пламя|||모든 것을 삼키는 불길||Flammes dévorantes
spell_odin_phase_2_4|Last Stand||Última Posição|Последняя битва|||||Dernier combat
spell_odin_phase_2_pillar_0|Repel Wave||Onda Repelente|Отталкивающая Волна|||||Vague de répulsion
|||||||||
spell_grimbone_0|Summon Undead||Invocar Mortos|Призывать Нежить|||언데드 소환||Invocation de morts-vivants
spell_grimbone_1|Pincer Charge||Avanço de Pinça|Заряд клещей|||협공 돌격||Charge tenaille
spell_grimbone_2|Shadow Cleave||Cutilação das Sombras|Расщепление Тени|||||Purge de l'ombre
spell_grimbone_3|Grim Fissure||Fissura Sombria|Мрачная Трещина|||어두운 균열||Fissure sinistre
|||||||||
spell_valkyrie_0|Impale||Empalar|Пронзить|||||Empaler
spell_valkyrie_1|Unholy Blast||Explosão Profana|Нечестивый Взрыв|||불경한 폭발||Souffle impie
spell_valkyrie_2|Call of the Valkyrie||Chamado das Valquírias|Зов валькирии|||발키리의 부름||Appel de la Valkyrie
spell_valkyrie_3|Rain of Spears||Chuva de Lanças|Дождь из Копий|||창의 비||Pluie de lances
|||||||||
spell_jormungandr_0|Serpent's Surge|Käärmeen Syöksy|||||뱀의 돌진||
spell_jormungandr_1|Shadow Barrage|Varjovuodatus|||||그림자 연발||
spell_jormungandr_2|Seismic Screech|Seisminen Kirskahdus|||||지진의 비명||
spell_jormungandr_3|Call of the World Serpent|Käärmeen Kutsu|||||세계 뱀의 부름||
spell_jormungandr_4|Final Breath|Viimeinen Henkäys|||||최후의 숨결||
|||||||||
[Affixes]|||||||||
champion|Champion||Campeão ||||챔피언||
championFractal|Fractal||Fractal||||프랙탈||
championRaging|Raging||Furioso||||분노||
championEnraged|Enraged||Enfurecido||||격노한||
championHaunted|Haunted||Assombrado||||유령이 나오는||
championVampiric|Vampiric||Vampírico||||흡혈||
championFallenAngel|Fallen Angel||Anjo Caído||||타락한 천사||
championBurstShot|Burst Shot||Tiro em Rajada||||||
championColossus|Colossus||Colosso ||||거대괴수||
ancientPossessed|Possessed||Possuído||||빙의됨||
ancientExtraFast|Extra Fast||Extra-rápido||||초고속||
ancientExtraStrong|Extra Strong||Extra-forte||||강화된||
ancientStoneSkin|Stoneskin||Pele de Pedra||||돌가죽||
ancientColdEnchanted|Cold Enchanted||Encantado pelo Gelo||||냉기의 마법||
ancientFireEnchanted|Fire Enchanted||Encantado pelo Fogo||||불의 마법||
ancientLightningEnchanted|Lightning Enchanted||Encantado pelo Raio||||번개 마법 부여||
ancientMagicResistant|Magic Resistant||Resistente a Magia||||마법 저항||
ancientManaBurn|Manaburn||Queima-mana||||마나번||
ancientMultishot|Multishot||Tiro Múltiplo||||다중 사격||
ancientTreasureGobbler|Treasure Gobbler||Gobbler do Tesouro||||보물 고블러||
ancientArcanasCurse|Arcana’s Curse||Maldição Arcana||||아르카나의 저주||
ancientVenomous|Venomous||Venenoso||||독성의||
ancientPunisher|Punisher||Castigador||||처벌자||
ancientFallenAngel|Fallen Angel||Anjo Caído||||타락한 천사||
ancientCommander|Commander||Comandante||||사령관||
ancientGuardianOfHell|Guardian of Hell||Guardião do Inferno||||지옥의 수호자||
ancientBloating|Bloating||||||팽창||
ancientSharpShooter|Sharpshooter||||||명사수||
ancientPyromaniac|Pyromaniac||||||방화광||
ancientBerserker|Berserker||||||||
ancientProximityTangible|Proximity Tangible||||||근접 가시화||
