[npc]|en|fi|pt|ru|zh|ja|ko|de|fr
bounty_board_collect_bounty|Collect Bounty!||Coletar Recompensa!||||현상금 수집!||
bounty_board_quest_complete|Next assignment will be posted in [c_lime][var,hourLeft] hours and [var,minuteLeft] minutes.[c_reset]||Próxima tarefa vai ser postada em [c_lime][var,hourLeft] horas e [var,minuteLeft] minutos.[c_reset]||||다음 임무는 [c_lime][var,hourLeft]시간 [var,minuteLeft]분 후에 게시됩니다.[c_reset]||
bounty_board_empty|It's empty... Next assignment will be posted in [c_lime][var,hourLeft] hours and [var,minuteLeft] minutes.[c_reset]||Está vazio... Próxima tarefa vai ser postada em [c_lime][var,hourLeft] horas e [var,minuteLeft] minutos.[c_reset]|Он пуст... Может быть, тебе стоит заглянуть позже?|||비어 있습니다... 다음 과제는 [c_lime][var,hourLeft]시간 [var,minuteLeft]분 후에 게시됩니다.[c_reset]||C'est vide... Peut-être devriez-vous revenir plus tard ?
bounty_board_on_quest|You still have [c_lime][var,hourLeft] hours and [var,minuteLeft] minutes to complete the quest![c_reset]||Você ainda tem [c_lime][var,hourLeft] horas e [var,minuteLeft] minutos para completar a quest![c_reset]||||퀘스트를 완료하려면 아직 [c_lime][var,hourLeft]시간 [var,minuteLeft]분이 남았습니다![c_reset]||
bounty_board_multiple|There are multiple bounties listed. Which one would you like to see?||Há várias recompensas listadas. Qual delas você gostaria de ver?|В списке указано несколько наград. Какую из них вы хотели бы увидеть?|||여러 현상금이 나열되어 있습니다. 어떤 것을 보고 싶으신가요?||Il y a plusieurs primes listées. Laquelle voulez-vous voir ?
bounty_board_info|Bounty Board serves as a place for the people of Tarethiel to request assistance with any issues they deem serious enough to ask help with. It looks like [c_yellow][var,assigneeName][c_reset] is in need of assistance.[nl][c_lime]The assignment expires in [var,hourLeft] hours and [var,minuteLeft] minutes.[c_reset]||O Quadro de Recompensas serve como um local para que o povo de Tarethiel solicite assistência em qualquer problema que considere sério o suficiente para pedir ajuda. Parece que [c_yellow][var,assigneeName][c_reset] está precisando de assistência.[nl][c_lime]A tarefa expira em [var,hourLeft] horas e [var,minuteLeft] minutos.[c_reset]||||현상 게시판은 타레티엘 사람들에게 심각하다고 여겨지는 문제에 대해 도움을 요청할 수 있는 장소입니다. [c_yellow][var,assigneeName][c_reset]님이 도움이 필요해 보입니다.[nl][c_lime]이 임무는 [var,hourLeft]시간 [var,minuteLeft]분 후에 만료됩니다.[c_reset]||
odin_good_quest|Is it over? For a moment, I felt the weight of Valhalla's fall, as if the very fabric of our realm had been torn asunder. The threads that bound us to the land's heart were frayed, and I feared that all was lost... but now, with your triumph, those threads are mended, and the light of Asgard shines brighter than ever.||Já acabou? Por um momento, pensei que Valhalla estava realmente perdido.|Все кончено? На мгновение я подумал, что Валгалла действительно потеряна.|||끝난 건가요? 잠시 동안, 발할라의 몰락의 무게를 느꼈습니다. 마치 우리의 영역이 찢어진 것처럼 느껴졌습니다. 우리를 땅의 심장에 묶어두던 실들이 닳아 없어질 것 같아 모든 것이 잃어버린 줄 알았지만... 이제 당신의 승리로 그 실들이 다시 이어졌고, 아스가르드의 빛이 그 어느 때보다 밝게 빛납니다.||C'est fini ? Pendant un moment, j'ai cru que le Valhalla était vraiment perdu.
odin_good_common|The darkness that corrupted me has been vanquished, and the true Odin stands before you once more. I was shrouded in a mist of despair, my heart frozen by the shadows that sought to consume us all. But your bravery has shattered that veil, and the nine realms are saved. May the blessings of the All-Father be upon you, and may your name be etched into the annals of Valhalla's history.||Obrigado, herói. Os nove reinos estarão sempre em dívida com você.|Спасибо тебе, герой. Девять королевств всегда у тебя в долгу.|||나를 타락시킨 어둠은 사라졌고, 진정한 오딘이 다시 여러분 앞에 섰습니다. 절망의 안개에 싸여, 우리 모두를 삼키려는 그림자에 의해 내 마음은 얼어붙었습니다. 그러나 여러분의 용기가 그 장막을 부수었고, 아홉 개의 세계가 구원되었습니다. 전부의 아버지의 축복이 여러분에게 있기를, 그리고 여러분의 이름이 발할라의 역사에 새겨지기를.||Merci, héros. Les neuf royaumes te sont redevables.
troll_patrol_room_astrid|Praise be!||Louvado seja!|Хвала господу!|||찬양하라!||Loué soit-il !
troll_patrol_room_npc1|Boy I sure hope nothing bad will happen to us later.||Espero que nada de ruim nos aconteça mais tard|Мальчик, я очень надеюсь, что ничего плохого с нами позже не случится.|||나중에 우리에게 나쁜 일이 일어나지 않길 바래.||J'espère que rien de mal ne nous arrivera plus.
troll_patrol_room_npc2|Have you heard about Hurrdurr?||Você já ouviu falar de Hurrdurr?|Вы слышали о Хуррдурре?|||허르더에 대해 들어본 적 있어?||As-tu entendu parler de [c_lime]Hurrdurr[c_reset] ?
troll_patrol_room_npc5|Boy I sure hope nothing bad will happen to us later.||Espero que nada de ruim nos aconteça mais tarde.|Мальчик, я очень надеюсь, что ничего плохого с нами позже не случится.|||나중에 우리에게 나쁜 일이 일어나지 않기를 바래.||J'espère qu'il ne nous arrivera rien de mal de plus.
|||||||||
valkyrie_gate_stones|Maybe the gate is connected to the stone platforms...||Talvez o portão esteja conectado às plataformas de pedra...|Возможно, ворота соединены с каменными платформами...|||아마도 문이 돌 플랫폼과 연결되어 있을 거야...||La porte est sûrement reliée aux plates-formes de pierre...
valkyrie_gate_haldor|Maybe I should talk to Haldor first?||Talvez eu deva falar com Haldor primeiro?|Может быть, мне сначала стоит поговорить с Халдором?|||먼저 할도르와 이야기해야 할까?||Je devrais peut-être d'abord parler à [c_lime]Haldor[c_reset] ?
|||||||||
tutorial_sign_1_mobile|You can attack by pressing the buttons on the bottom right corner.|Voit hyökätä painamalla nappeja ruudun oikeassa alakulmassa.|Você pode atacar pressionando o lado direito da tela.|Вы можете атаковать, нажимая кнопки в правом нижнем углу.|您可以按屏幕右侧进行攻击。|画面の右側を押すと攻撃できます。|화면의 오른쪽을 눌러 공격 할 수 있습니다.|Du kannst angreifen, indem du die rechte Seite des Bildschirms berührst.|Vous pouvez attaquer en appuyant sur le côté droit de l'écran.
tutorial_sign_1|You can attack with your [Mouse]|Voit hyökätä [Hiirellä] tai [Nuolinäppäimillä]|Você pode atacar com seu [Mouse] ou com as [Setas do teclado]|Вы можете атаковать с помощью [Мыши]|您可以使用[鼠标]或[键盘箭头键]进行攻击|[マウス]または[キーボードの矢印キー]で攻撃できます|[마우스] 또는 [키보드 방향키]로 공격 할 수 있습니다.|Du kannst mit deiner [Maus] oder den [Pfeiltasten auf der Tastatur] angreifen|Vous pouvez attaquer avec votre [souris] ou les [touches du clavier].
tutorial_sign_1_gamepad|You can attack with your|Voit hyökätä|Você pode atacar com seu|Вы можете атаковать своим|您可以使用_进行攻击|_で攻撃できます|_로 공격 할 수 있습니다.|Du kannst mit deiner _ angreifen|Vous pouvez attaquer avec votre
tutorial_sign_2_mobile|Set your abilities by tapping the talent tree icon in the top right corner.|Aseta taitosi painamalla taitopuu-ikonia ruudun oikeassa yläkulmassa.|Defina suas habilidades tocando no ícone da árvore de talentos no canto superior direito.|Установите свои способности, нажав на значок дерева талантов в правом верхнем углу.|点击右上角的技能树图标设置你的能力。|右上 の 角 の タレントツリーアイコン を タップ して アビリティ を セット。|오른쪽 상단 모냉기에있는 재능 트리 아이콘을 탭하여 능력을 설정하십시오.|Wähle deine Fähigkeiten aus, indem du das Talentbaum-Icon in der oberen rechten Ecke berührst.|Définissez vos compétences en appuyant sur l'icône de l'arbre des talents dans le coin supérieur droit.
tutorial_sign_2|Set your abilities by pressing|Aseta taitosi painamalla|Defina suas habilidades pressionando|Установите свои способности, нажав|按下__设置你的技能|押してアビリティをセット|눌러서 능력을 설정하십시오.|Wähle deine Fähigkeiten durch das Drücken von|Définissez vos compétences en appuyant sur
tutorial_sign_3_mobile|Open your inventory by tapping the sword icon in the top right corner.|Avaa reppu painamalla miekka-ikonia ruudun oikeassa yläkulmassa.|Abra seu inventário tocando no ícone da espada no canto superior direito.|Откройте свой инвентарь, нажав на значок меча в правом верхнем углу.|点击右上角的剑形图标打开你的仓库。|右上の角の剣のアイコンをタップして目録を開く。|오른쪽 상단의 검 아이콘을 눌러 인벤토리를 여십시오.|Öffne dein Inventar, indem du das Schwert-Icon in der oberen rechten Ecke berührst.|Ouvrez votre inventaire en appuyant sur l'icône de l'épée dans le coin supérieur droit.
