[Item Stats]|en|fi|pt|ru|zh|ja|ko|de|fr
stat_desc_skill_damage|Increases the damage of your Skills excluding skills which deal Attack Damage. This stat is calculated on top of the final value.|Lisää taitosi vahinkoa pois lukien taidot, jotka aiheuttavat hyökkäysvaurioita. Tämä tilasto lasketaan lopullisen arvon päälle.|Aumenta o dano de suas Habilidades exceto as habilidades que dão Dano de Ataque. Este atributo é calculado sobre o valor final.|Количество увеличения скорости атаки. Процентная скорость атаки всегда рассчитывается с использованием 1 атаки в секунду.|增加你的技能伤害（造成攻击伤害的技能除外）。此属性是根据最终值计算的。 |攻撃ダメージを与えるスキルを除くスキルのダメージが増加します。このステータスは最終値に加算されて計算されます。 |공격 데미지를 입히는 스킬을 제외한 스킬의 데미지를 증가시킵니다. 이 통계는 최종 값에 더하여 계산됩니다. |Erhöht den Schaden Ihrer Fertigkeiten, mit Ausnahme von Fertigkeiten, die Angriffsschaden verursachen. Dieser Wert wird zusätzlich zum Endwert berechnet. |Augmente les dégâts de vos compétences, à l'exception des compétences qui infligent des dégâts d'attaque. Cette statistique est calculée en plus de la valeur finale.
stat_desc_critical_damage|Amount of your Critical Strike damage. Only affects physical attacks.|Critical Strike -vahingon määrä. Vaikuttaa vain fyysisiin hyökkäyksiin.|Quantidade de dano crítico de seus golpes. Afeta apenas ataques físicos.|Количество увеличения скорости атаки. Процентная скорость атаки всегда рассчитывается с использованием 1 атаки в секунду.|暴击伤害的数量。仅影响物理攻击。|クリティカルストライクダメージの量。物理攻撃のみに影響します。|치명타 피해량. 물리 공격에만 영향을 줍니다.이 통계치는 최종값을 기준으로 계산됩니다.|Menge deines kritischen Schadens. Beeinflusst nur physische Angriffe. Diese Statistik wird auf den endgültigen Wert hinzugerechnet.|Pourcentage d'augmentation des dégâts infligés par les coups critiques. Affecte uniquement les attaques physiques.
stat_desc_critical_chance|Chance for a Critical Strike when striking. Only affects physical attacks.|Mahdollisuus saada kriittinen isku lyödessäsi. Vaikuttaa vain fyysisiin hyökkäyksiin.|Chance de um golpe crítico ao atacar. Afeta apenas ataques físicos.|Количество увеличения скорости атаки. Процентная скорость атаки всегда рассчитывается с использованием 1 атаки в секунду.|击中时暴击的几率。仅影响物理攻击。|物理攻撃時のクリティカルストライクの確率。物理攻撃のみに影響します。|물리 공격 시 치명타 발생 확률. 물리 공격에만 영향을 줍니다.|Deine Chance, einen kritischen Treffer mit physischen Angriffen zu erzielen. Beeinflusst nur physische Angriffe.|Pourcentage de chance que votre attaque inflige un coup critique. Affecte uniquement les attaques physiques.
stat_desc_physical_damage|Physical Damage added to your attacks.|Hyökkäyksiisi on lisätty fyysistä vahinkoa.|Dano Físico adicionado aos seus ataques. |Количество увеличения скорости атаки. Процентная скорость атаки всегда рассчитывается с использованием 1 атаки в секунду.|增加你的攻击物理伤害。|あなたの攻撃に物理ダメージが追加されました。|당신의 공격에 물리적 피해가 추가되었습니다.|Physischer Schaden wird deinen Angriffen hinzugefügt.|Quantité de dégâts physiques infusés à votre attaque.
stat_desc_magic_damage|Arcane Damage added to your attacks.|Arcane Damage lisätty hyökkäyksiisi.|Dano Arcano adicionado aos seus ataques.|Количество увеличения скорости атаки. Процентная скорость атаки всегда рассчитывается с использованием 1 атаки в секунду.|奥术伤害添加到你的攻击中。 |攻撃に秘術ダメージが追加されます。 |공격에 비전 피해가 추가됩니다. |Deinen Angriffen wird Arkanschaden hinzugefügt. |Quantité de dégâts d'arcane infusés à votre attaque.
stat_desc_cold_damage|Cold Damage added to your attacks.|Cold Damage lisäsi hyökkäyksiäsi.|Dano de Gelo adicionado aos seus ataques.|Количество увеличения скорости атаки. Процентная скорость атаки всегда рассчитывается с использованием 1 атаки в секунду.|增加到攻击上的寒冷伤害。|攻撃に追加される氷ダメージ。|공격에 추가되는 냉기 피해.|Zusätzlicher Kälteschaden bei Angriffen.|Quantité de dégâts de froid infusés à votre attaque.
stat_desc_fire_damage|Fire Damage added to your attacks.|Fire Damage lisätty hyökkäyksiisi.|Dano de Fogo adicionado aos seus ataques.|Количество увеличения скорости атаки. Процентная скорость атаки всегда рассчитывается с использованием 1 атаки в секунду.|增加到攻击上的火焰伤害。|攻撃に追加される火ダメージ。|공격에 추가되는 화염 피해.|Zusätzlicher Feuerschaden bei Angriffen.|Quantité de dégâts de feu infusés à votre attaque.
stat_desc_poison_damage|Poison Damage added to your attacks.|Poison Damage lisätty hyökkäyksiisi.|Dano de Veneno adicionado aos seus ataques.|Количество увеличения скорости атаки. Процентная скорость атаки всегда рассчитывается с использованием 1 атаки в секунду.|增加到攻击上的毒素伤害。|攻撃に追加される毒ダメージ。|공격에 추가되는 독 피해.|Zusätzlicher Giftschaden bei Angriffen.|Quantité de dégâts de poison infusés à votre attaque.
stat_desc_lightning_damage|Lightning Damage added to your attacks.|Salamavaurioita lisätty hyökkäyksiisi.|Dano de Raios adicionado aos seus ataques.|Количество увеличения скорости атаки. Процентная скорость атаки всегда рассчитывается с использованием 1 атаки в секунду.|增加到攻击上的闪电伤害。|攻撃に追加される雷ダメージ。|공격에 추가되는 번개 피해.|Zusätzlicher Blitzschaden bei Angriffen.|Quantité de dégâts de foudre infusés à votre attaque.
stat_desc_magic_damage_p|Increases the damage of your Arcane skills. This stat is calculated on top of the final value.|Lisää Arcane-taitosi vahinkoa. Tämä tilasto lasketaan lopullisen arvon päälle.|Aumenta o dano de suas habilidades Arcanas. Este atributo é calculado sobre o valor final.|Количество увеличения скорости атаки. Процентная скорость атаки всегда рассчитывается с использованием 1 атаки в секунду.|增加你的奥术技能的伤害。该属性是在最终值的基础上计算的。|秘術スキルのダメージを増加します。このステータスは最終値に加えて計算されます。|비전 기술의 데미지를 증가시킵니다. 이 통계는 최종 값에 더하여 계산됩니다.|Erhöht den Schaden Ihrer arkanen Fertigkeiten. Dieser Wert wird zusätzlich zum Endwert berechnet.|Augmente les dégâts de vos compétences Arcane. Cette statistique est calculée en plus de la valeur finale.
stat_desc_cold_damage_p|Increases the damage of your Cold skills. This stat is calculated on top of the final value.|Lisää kylmätaitosi vahinkoa. Tämä tilasto lasketaan lopullisen arvon päälle.|Aumenta o dano de suas habilidades de Gelo. Este atributo é calculado sobre o valor final.|Количество увеличения скорости атаки. Процентная скорость атаки всегда рассчитывается с использованием 1 атаки в секунду.|增加你的冰技能的伤害。该属性是在最终值的基础上计算的。|冷気スキルのダメージを増加します。このステータスは最終値に加えて計算されます。|냉기 기술의 데미지를 증가시킵니다. 이 통계는 최종 값에 더하여 계산됩니다.|Erhöht den Schaden Ihrer Kältefertigkeiten. Dieser Wert wird zusätzlich zum Endwert berechnet.|Augmente les dégâts de vos compétences Froid. Cette statistique est calculée en plus de la valeur finale.
stat_desc_fire_damage_p|Increases the damage of your Fire skills. This stat is calculated on top of the final value.|Lisää palotaitosi vahinkoa. Tämä tilasto lasketaan lopullisen arvon päälle. |Aumenta o dano de suas habilidades de Fogo. Este atributo é calculado sobre o valor final.|Количество увеличения скорости атаки. Процентная скорость атаки всегда рассчитывается с использованием 1 атаки в секунду.|增加你的火技能的伤害。该属性是在最终值的基础上计算的。|火炎スキルのダメージを増加します。このステータスは最終値に加えて計算されます。|불 기술의 데미지를 증가시킵니다. 이 통계는 최종 값에 더하여 계산됩니다.|Erhöht den Schaden Ihrer Feuerfertigkeiten. Dieser Wert wird zusätzlich zum Endwert berechnet.|Augmente les dégâts de vos compétences Feu. Cette statistique est calculée en plus de la valeur finale.
stat_desc_poison_damage_p|Increases the damage of your Poison skills. This stat is calculated on top of the final value.|Lisää Poison-taitosi vahinkoa. Tämä tilasto lasketaan lopullisen arvon päälle.|Aumenta o dano de suas habilidades de Veneno. Essa atributo é calculado sobre o valor final.|Количество увеличения скорости атаки. Процентная скорость атаки всегда рассчитывается с использованием 1 атаки в секунду.|增加你的毒技能的伤害。该属性是在最终值的基础上计算的。|毒スキルのダメージを増加します。このステータスは最終値に加えて計算されます。|독 기술의 데미지를 증가시킵니다. 이 통계는 최종 값에 더하여 계산됩니다.|Erhöht den Schaden Ihrer Giftfertigkeiten. Dieser Wert wird zusätzlich zum Endwert berechnet.|Augmente les dégâts de vos compétences Poison. Cette statistique est calculée en plus de la valeur finale.
stat_desc_lightning_damage_p|Increases the damage of your Lightning skills. This stat is calculated on top of the final value.|Lisää Lightning-taitosi vahinkoa. Tämä tilasto lasketaan lopullisen arvon päälle.|Aumenta o dano de suas habilidades de Raios. Essa atributo é calculado sobre o valor final.|Количество увеличения скорости атаки. Процентная скорость атаки всегда рассчитывается с использованием 1 атаки в секунду.|增加你的闪电技能的伤害。该属性是在最终值的基础上计算的。|雷スキルのダメージを増加します。このステータスは最終値に加えて計算されます。|번개 기술의 데미지를 증가시킵니다. 이 통계는 최종 값에 더하여 계산됩니다.|Erhöht den Schaden Ihrer Blitzfertigkeiten. Dieser Wert wird zusätzlich zum Endwert berechnet.|Augmente les dégâts de vos compétences Foudre. Cette statistique est calculée en plus de la valeur finale.
