Unnamed: 0|en|fi|pt|ru|zh|ja|ko|de|fr
talent_desc_lightningFury|Strike monsters with increased attack damage causing lightning to chain between them dealing lightning damage.||Atinja os inimigos com Dano de Ataque aumentado, fazendo com que raios se encadeiem entre eles, causando Dano de Raio.|Ударьте врагов с увеличенным уроном от атаки, заставляя молнии пролетать между ними, нанося урон от молнии.|||몬스터를 공격하여 공격 피해를 증가시키고, 번개가 몬스터 사이를 연결하며 번개 피해를 입힙니다.||Frappez les ennemis avec une attaque furieuse libérant une chaîne d'éclairs.
talent_desc_holyShockAura|When active shock monsters around you dealing lightning damage.||Quando ativa, eletrocuta inimigos ao seu redor com Dano de Raio.|При активном использовании шокируйте врагов вокруг себя уроном от молнии.|||활성화되면 주변의 적에게 번개 피해를 입힙니다.||Lorsqu'elle est active, cette compétence inflige des dégâts de foudre aux ennemis qui vous entourent.
talent_desc_divineStorm|Turn your attack into a divine storm dealing area of effect lightning damage around you.||Transforme seu ataque em uma Tempestade Divina que causa Dano de Raio em área ao seu redor.|Превратите свою атаку в Божественную бурю, наносящую урон от молнии по площади вокруг вас.|||당신의 공격을 신성한 폭풍으로 바꾸어 주변에 번개 피해를 입히세요.||Effectue une attaque électrique de zone qui inflige des dégâts de foudre aux ennemis autour de vous.
talent_desc_fanaticismAura|When active, increases your and your party members attack speed.||Quando ativa, aumenta sua Velocidade de Ataque e a dos membros do grupo.|Когда активно, увеличивает вашу скорость атаки и скорость атаки членов вашей группы.|||활성화되면 당신과 파티원의 공격 속도가 증가합니다.||Lorsqu'elle est active, augmente votre vitesse d'attaque et celle des membres de votre groupe.
talent_desc_ballLightning|Turn into a ball of lightning and dash towards to the target location exploding for lightning damage to nearby monsters upon landing.||Transforme-se em uma bola de raios e corra e avança em direção do local-alvo, explodindo e causando Dano de Raio aos inimigos próximos ao aterrissar.|Превратитесь в шар молнии и бросьтесь к целевой точке, взорвавшись, нанеся урон от молнии ближайшим врагам при приземлении.|||번개 구체로 변신하여 목표 지점으로 돌진하여 착지 시 주변 몬스터에게 번개 피해를 입힙니다.||Se transforme en une boule de foudre qui se déplace dans les airs jusqu'à l'endroit ciblé, infligeant des dégâts de zone aux ennemis proches lors de l'atterrissage.
talent_desc_eyeOfTheStorm|Increases your lightning skill damage.||Aumenta seu Dano de Habilidades de Raio.|Увеличивает урон от вашего навыка молнии.|||번개 기술 피해가 증가합니다.||Augmente les dégâts de compétence de foudre.
talent_desc_thorsFury|Temporarily increases your attack speed and lightning skill damage.||Aumenta temporariamente sua Velocidade de Ataque e o Dano de Habilidade de Raio.|Временно увеличивает вашу скорость атаки и урон от навыков молнии.|||일시적으로 공격 속도와 번개 스킬 피해를 증가시킵니다.||Augmente votre vitesse d'attaque et tous les dégâts d'attaque et de compétence infligés pendant une courte période.
talent_desc_holyBolt|Cast a piercing bolt of holy light dealing arcane damage to monsters hit.||Lança um raio penetrante de luz sagrada, causando Dano Arcano aos inimigos atingidos.|Выпускает пронзительную стрелу святого света, нанося урон от тайной магии пораженным врагам.|||신성한 빛의 관통 화살을 발사하여 맞은 몬스터에게 비전 피해를 입힙니다.||Lance un éclair de lumière sacrée infligeant des dégâts d'arcane aux ennemis.
talent_desc_divineWisdom|Increases your mana and mana replenish.||Aumenta sua Mana e a Recuperação de Mana.|Увеличивает вашу ману и восполнение маны.|||마나와 마나 회복량이 증가합니다.||Augmente votre régénération de mana.
talent_desc_holyAura|When active, increases your and your party members attack damage and magic skill damage.||Quando ativa, aumenta o Dano de Ataque e o Dano de Habilidade Mágica causado por você e pelos membros do grupo.|Когда активно, увеличивает урон от атак и урон от магических навыков, наносимый вам и членам вашей группы.|||활성화되면, 당신과 파티원의 공격 피해와 마법 스킬 피해가 증가합니다.||Lorsqu'il est actif, il augmente vos dégâts d'attaque et vos dégâts de compétence, ainsi que ceux des membres de votre groupe.
talent_desc_holyHammer|Summon a holy hammer that spirals outwards dealing arcane damage on hit.||Invoca um Martelo Sagrado que sai em espiral, causando Dano Arcano e quebrando a Resistência Arcana do inimigo ao ser atingido.|Призывает Святой Молот, который летит по спирали наружу, нанося урон от тайной магии и разрушая сопротивление тайной магии противника при ударе.|||신성한 망치를 소환하여 나선형으로 날아가며 적중 시 비전 피해를 입힙니다.||Invoque un marteau sacré qui tourne autour de vous et inflige des dégâts d'arcane aux ennemis qui se trouvent sur son chemin tout en réduisant leur résistance à l’arcane.
talent_desc_holyRetribution|Increases your mana after kill.||Aumenta a sua Mana após cada eliminação.|Увеличивает вашу ману после каждого убийства.|||처치 후 마나가 증가합니다.||Gagne du mana après avoir tué un ennemi.
talent_desc_lightsEmbrace|Increases your cast rate.||Aumenta a sua Taxa de Conjuração.|Увеличивает скорость произнесения заклинаний.|||시전 속도가 증가합니다.||Augmente votre vitesse des sorts.
talent_desc_fistOfTheHeavens|Call down a fist of divine energy exploding into multiple Holy Bolts dealing arcane damage.||Invoca um punho de energia divina que explode em vários Raios Divinos e causa Dano Arcano.|Призовите кулак божественной энергии, который взрывается множеством святых стрел, наносящих урон от тайной магии.|||신성한 에너지를 불러일으켜 여러 개의 신성한 번개로 폭발하며 비전 피해를 입힙니다.||Invoque un poing d'énergie divine qui explose en plusieurs Éclairs sacrés infligeant des dégâts d'arcane.
talent_desc_holyNova|Cast a nova of holy light dealing arcane damage to monsters and healing all allies hit.||Lança uma nova de luz sagrada, causando Dano Arcano aos inimigos e curando aliados.|Вызовите кольцо святого света, нанося урон от тайной магии врагам и исцеляя союзников.|||신성한 빛의 노바를 발사하여 몬스터에게 비전 피해를 입히고 맞은 모든 아군을 치유합니다.||Lance une nova de lumière sacrée qui inflige des dégâts d'arcane aux ennemis et soigne les alliés.
talent_desc_theVeneratedOne|Temporarily increases your cast rate and mana replenish.||Aumenta temporariamente sua Taxa de Conjuração e Recuperação de Mana.|Временно увеличивает скорость произнесения заклинаний и восполнение маны.|||일시적으로 시전 속도와 마나 회복 속도가 증가합니다.||Augmente votre vitesse des sorts et votre régénération de mana pendant une courte période.
|||||||||
talent_name_noxiousStrike|Noxious Strike||Golpe Nocivo|Ядовитый удар|毒气攻击|有毒な一撃|유해한 일격 |Giftiger Schlag|Frappe nocive
talent_name_causticSpearhead|Caustic Spearhead||Ponta de Lança Cáustica|Едкое острие|腐蚀矛头|腐食性の槍先|부식성 창날|Ätzende Speerspitze|Fer de lance caustique
talent_name_leapingAmbush|Leaping Ambush||Salto de Emboscada|Прыгающая засада|跳跃伏击|跳躍する待ち伏せ|도약하는 매복|Sprungüberfall|Embuscade aérienne
talent_name_deathFromAbove|Death from Above||Morte do Alto|Смерть свыше|死亡从天而降|上空からの死|위에서 온 죽음|Tod von oben|Mort par le haut
talent_name_toxicRemains|Toxic Remains||Restos Tóxicos|Токсичные останки|剧毒残留|有毒な残骸|독성 잔해|Giftige Überreste|Vestiges toxiques
talent_name_masterPoisoner|Master Poisoner||Mestre Envenenador|Мастер-отравитель|毒药大师|毒の達人|마스터 독살자|Meistervergifter|Maîtresse des poisons
talent_name_jungleCamouflage|Jungle Camouflage||Camuflagem da Selva|Камуфляж для джунглей|丛林伪装|ジャングルの迷彩|정글 위장|Dschungelarbonus|Camouflage dans la jungle
talent_name_thrillOfTheHunt|Thrill of the Hunt||Emoção da Caça|Азарт охоты|狩猎的刺激|狩りのスリル|사냥의 스릴|Nervenkitzel der Jagd|Frisson de la chasse
talent_name_envenom|Envenom||Envenenar|яд|毒液|毒|독살|Vergiften|Envenimer
talent_name_astropesGift|Astrope's Gift||Presente de Astrope|Дар Астропа|阿斯特罗普的礼物|アストロープの贈り物|아스트로프의 선물|Astropes Gabe|Don d'Astrope
talent_name_feint|Feint||Finta|Финт|佯攻|フェイント|약탈|Täuschung|Feinte
talent_name_rebound|Rebound||Ricochete|Отскок|反弹|リバウンド|반동|Abpraller|Rebond
